operation;neo-mean;neo-stdev;neo-min;neo-max;
OperationOpenGraph;5.040921135714286E7;6521031.269674491;4.2567974E7;6.8507135E7;
OperationGenerateGraph;5.80904263E8;0.0;5.80904263E8;5.80904263E8;
OperationShutdownGraph;4.6295069164285713E8;2.0415274907944225E7;4.33700687E8;4.95372178E8;
OperationDoGC;3.602713337857143E9;1.7513547747248303E7;3.588851757E9;3.66283509E9;
OperationGetManyVertices;677843.0;0.0;677843.0;677843.0;
OperationGetManyVertexProperties;1.7685523E7;0.0;1.7685523E7;1.7685523E7;
OperationGetManyEdges;908232.0;0.0;908232.0;908232.0;
OperationGetManyEdgeProperties;2.3073865E7;0.0;2.3073865E7;2.3073865E7;
OperationGetFirstNeighbor;30630.789;17506.78839571893;4916.0;148287.0;
OperationGetRandomNeighbor;36972.932;26511.39291748693;2501.0;482486.0;
OperationGetAllNeighbors;31174.308;21115.126915913526;2613.0;289731.0;
OperationGetKFirstNeighbors;43060.858;32853.2595962385;5412.0;310791.0;
OperationGetKRandomNeighbors;39067.551;31019.82545091768;5129.0;387074.0;
OperationGetKHopNeighbors;54306.76;64987.18026269803;3363.0;721430.0;
OperationGetShortestPath;2354156.134;3647308.4913908425;3884.0;1.6137394E7;
OperationGlobalClusteringCoefficient;1.07859495E8;0.0;1.07859495E8;1.07859495E8;
OperationNetworkAverageClusteringCoefficient;3.9533107E7;0.0;3.9533107E7;3.9533107E7;
