operation;neo-mean;neo-stdev;neo-min;neo-max;
OperationOpenGraph;4.687690073076923E7;4914502.928380672;3.8304337E7;5.9738206E7;
OperationGenerateGraph;6.00869095E8;0.0;6.00869095E8;6.00869095E8;
OperationShutdownGraph;4.2993294561538464E8;1.8672251336793832E7;3.95035818E8;4.76542208E8;
OperationDoGC;3.6120435689615383E9;5933935.954309601;3.603131561E9;3.63646614E9;
OperationGetManyVertices;659089.0;0.0;659089.0;659089.0;
OperationGetManyVertexProperties;1.2137027E7;0.0;1.2137027E7;1.2137027E7;
OperationGetManyEdges;689884.0;0.0;689884.0;689884.0;
OperationGetManyEdgeProperties;2.3241949E7;0.0;2.3241949E7;2.3241949E7;
OperationGetFirstNeighbor;25027.087;15317.047977774015;4467.0;139657.0;
OperationGetRandomNeighbor;37904.898;30188.645221500006;2356.0;429790.0;
OperationGetAllNeighbors;31095.003;24011.386217771575;2175.0;423164.0;
OperationGetKFirstNeighbors;27632.5408;27907.30694008175;1811.0;250315.0;
OperationGetKRandomNeighbors;33750.3848;34909.01113000383;2567.0;631524.0;
OperationGetKHopNeighbors;162831.1232;467716.35574318207;2579.0;1.1090627E7;
OperationGetShortestPath;2781122.858;4360871.049538392;3622.0;1.9020959E7;
OperationGlobalClusteringCoefficient;1.19665941E8;0.0;1.19665941E8;1.19665941E8;
OperationNetworkAverageClusteringCoefficient;4.0832971E7;0.0;4.0832971E7;4.0832971E7;
