operation;neo-mean;neo-stdev;neo-min;neo-max;
OperationOpenGraph;4.6743666692307696E7;4382551.958491262;4.1117329E7;5.682558E7;
OperationGenerateGraph;5.55563018E8;0.0;5.55563018E8;5.55563018E8;
OperationShutdownGraph;4.218568777307692E8;2.5256207938486595E7;3.98195081E8;4.90891484E8;
OperationDoGC;3.5912301371538463E9;1.2006360146157999E7;3.579017837E9;3.635933346E9;
OperationGetManyVertices;777248.0;0.0;777248.0;777248.0;
OperationGetManyVertexProperties;2.8468481E7;0.0;2.8468481E7;2.8468481E7;
OperationGetManyEdges;806292.0;0.0;806292.0;806292.0;
OperationGetManyEdgeProperties;1.400288E7;0.0;1.400288E7;1.400288E7;
OperationGetFirstNeighbor;20883.817;14718.961868199509;4948.0;150931.0;
OperationGetRandomNeighbor;37074.245;33297.66239511378;2769.0;614865.0;
OperationGetAllNeighbors;21184.357;16202.20728171169;2218.0;228356.0;
OperationGetKFirstNeighbors;21944.7402;21803.97686787215;2001.0;271290.0;
OperationGetKRandomNeighbors;24756.2622;26349.129357036665;2520.0;440420.0;
OperationGetKHopNeighbors;112381.3376;375368.1503275014;2423.0;1.0158754E7;
OperationGetShortestPath;1408506.606;3032223.5428815424;3617.0;1.668451E7;
OperationGlobalClusteringCoefficient;9.951413E7;0.0;9.951413E7;9.951413E7;
OperationNetworkAverageClusteringCoefficient;2.9048259E7;0.0;2.9048259E7;2.9048259E7;
