operation;neo-mean;neo-stdev;neo-min;neo-max;
OperationOpenGraph;4.7058064538461536E7;6285092.819881619;3.9690153E7;6.5449079E7;
OperationGenerateGraph;6.41110787E8;0.0;6.41110787E8;6.41110787E8;
OperationShutdownGraph;4.194336438076923E8;2.3739592308424734E7;3.43117112E8;4.88748399E8;
OperationDoGC;3.6025068033076925E9;6733924.1808375735;3.590813574E9;3.623310186E9;
OperationGetManyVertices;721074.0;0.0;721074.0;721074.0;
OperationGetManyVertexProperties;1.1460357E7;0.0;1.1460357E7;1.1460357E7;
OperationGetManyEdges;1093263.0;0.0;1093263.0;1093263.0;
OperationGetManyEdgeProperties;1.7193702E7;0.0;1.7193702E7;1.7193702E7;
OperationGetFirstNeighbor;24953.259;14970.895940254175;4708.0;167661.0;
OperationGetRandomNeighbor;31984.104;26675.0183538303;2447.0;470670.0;
OperationGetAllNeighbors;24733.692;19696.34341468325;2526.0;325824.0;
OperationGetKFirstNeighbors;26652.8462;22977.74134233703;2135.0;240604.0;
OperationGetKRandomNeighbors;33679.4194;34230.82019705488;2490.0;498178.0;
OperationGetKHopNeighbors;183270.6436;484695.81503206975;2681.0;1.1258559E7;
OperationGetShortestPath;3511168.71;4657116.663916801;1998.0;1.9262797E7;
OperationGlobalClusteringCoefficient;1.21745402E8;0.0;1.21745402E8;1.21745402E8;
OperationNetworkAverageClusteringCoefficient;4.4579485E7;0.0;4.4579485E7;4.4579485E7;
