operation;sql-mean;sql-stdev;sql-min;sql-max;
OperationOpenGraph;1.14917695E7;1382472.303724524;8781046.0;1.4847974E7;
OperationGenerateGraph;2.492408476E9;0.0;2.492408476E9;2.492408476E9;
OperationShutdownGraph;591906.2857142857;565462.3126041493;221669.0;2303402.0;
OperationDoGC;3.514268252785714E9;5267717.879674477;3.507358796E9;3.523584622E9;
OperationGetManyVertices;1.14531794E8;0.0;1.14531794E8;1.14531794E8;
OperationGetManyVertexProperties;1.42258919E8;0.0;1.42258919E8;1.42258919E8;
OperationGetManyEdges;1.7604137E8;0.0;1.7604137E8;1.7604137E8;
OperationGetManyEdgeProperties;1.92860264E8;0.0;1.92860264E8;1.92860264E8;
OperationGetFirstNeighbor;373430.42;95468.33098744105;122107.0;638844.0;
OperationGetRandomNeighbor;295023.501;105747.71591489814;60674.0;612828.0;
OperationGetAllNeighbors;550132.977;632550.8402718264;56590.0;1.5935204E7;
OperationGetKFirstNeighbors;455719.452;161569.12137147278;61462.0;1086663.0;
OperationGetKRandomNeighbors;401474.749;155926.98778678433;68477.0;990614.0;
OperationGetKHopNeighbors;4641513.673;6964347.408467409;92684.0;1.06416131E8;
OperationGetShortestPath;4.778560093E7;5.267977997782083E7;896199.0;1.4597955E8;
OperationGlobalClusteringCoefficient;2.7266101912E10;0.0;2.7266101912E10;2.7266101912E10;
OperationNetworkAverageClusteringCoefficient;1.0605716983E10;0.0;1.0605716983E10;1.0605716983E10;
