operation;dup-mean;dup-stdev;dup-min;dup-max;
OperationOpenGraph;1132243.3461538462;323018.3644401831;723619.0;2429701.0;
OperationGenerateGraph;3.45041572E8;0.0;3.45041572E8;3.45041572E8;
OperationShutdownGraph;5334473.961538462;2.370381886367818E7;87340.0;1.23798021E8;
OperationDoGC;3.4602441666538463E9;7325968.70268195;3.44896375E9;3.477976397E9;
OperationGetManyVertices;1562018.0;0.0;1562018.0;1562018.0;
OperationGetManyVertexProperties;1.6663887E7;0.0;1.6663887E7;1.6663887E7;
OperationGetManyEdges;6311070.0;0.0;6311070.0;6311070.0;
OperationGetManyEdgeProperties;2.0893475E7;0.0;2.0893475E7;2.0893475E7;
OperationGetFirstNeighbor;22719.116;6514.885103863612;11028.0;80450.0;
OperationGetRandomNeighbor;30142.011;15100.97595332431;8571.0;319255.0;
OperationGetAllNeighbors;38806.147;35436.08141738292;9794.0;679502.0;
OperationGetKFirstNeighbors;33760.4244;18125.91273185118;8304.0;116073.0;
OperationGetKRandomNeighbors;42044.8284;34845.615068237115;8798.0;532506.0;
OperationGetKHopNeighbors;1383406.9412;3220906.0292368964;8768.0;1.8413661E7;
OperationGetShortestPath;6221683.736;8270120.977389651;1699.0;3.1009128E7;
OperationGlobalClusteringCoefficient;6.29518596E8;0.0;6.29518596E8;6.29518596E8;
OperationNetworkAverageClusteringCoefficient;2.16094404E8;0.0;2.16094404E8;2.16094404E8;
