operation;dup-mean;dup-stdev;dup-min;dup-max;
OperationOpenGraph;1154213.357142857;156926.5456213771;708938.0;1486291.0;
OperationGenerateGraph;2.96079036E8;0.0;2.96079036E8;2.96079036E8;
OperationShutdownGraph;1.0337807357142856E7;3.54575708564813E7;89473.0;1.38170135E8;
OperationDoGC;3.456839468571429E9;4719481.613155634;3.450637224E9;3.466983792E9;
OperationGetManyVertices;1607480.0;0.0;1607480.0;1607480.0;
OperationGetManyVertexProperties;1.9121523E7;0.0;1.9121523E7;1.9121523E7;
OperationGetManyEdges;6381033.0;0.0;6381033.0;6381033.0;
OperationGetManyEdgeProperties;1.9680998E7;0.0;1.9680998E7;1.9680998E7;
OperationGetFirstNeighbor;20510.966;6621.210232037951;11479.0;72466.0;
OperationGetRandomNeighbor;30075.535;14210.976665408161;10391.0;254897.0;
OperationGetAllNeighbors;32205.506;28990.37158268178;8899.0;517258.0;
OperationGetKFirstNeighbors;23839.162;6255.597616355772;11624.0;107441.0;
OperationGetKRandomNeighbors;32572.176;19908.081440486025;10791.0;241787.0;
OperationGetKHopNeighbors;138783.077;239917.55951106033;11280.0;4242313.0;
OperationGetShortestPath;5265293.896;7564224.985662321;11596.0;2.5360133E7;
OperationGlobalClusteringCoefficient;6.13704978E8;0.0;6.13704978E8;6.13704978E8;
OperationNetworkAverageClusteringCoefficient;1.89782123E8;0.0;1.89782123E8;1.89782123E8;
