operation;neo-mean;neo-stdev;neo-min;neo-max;
OperationOpenGraph;5.188933515384615E7;4114819.026890356;4.4637195E7;5.8338788E7;
OperationGetManyVertices;562090.0;0.0;562090.0;562090.0;
OperationShutdownGraph;5.051178816923077E8;2.213518021916833E7;4.81292698E8;5.49316684E8;
OperationDoGC;3.5215114686153846E9;5685599.317281439;3.513978837E9;3.531301368E9;
OperationGetManyVertexProperties;1.2557081E7;0.0;1.2557081E7;1.2557081E7;
OperationGetManyEdges;746146.0;0.0;746146.0;746146.0;
OperationGetManyEdgeProperties;1.6006623E7;0.0;1.6006623E7;1.6006623E7;
OperationGetFirstNeighbor;28363.847;18850.613166939445;5090.0;195042.0;
OperationGetRandomNeighbor;34136.864;35864.30426183537;2710.0;936990.0;
OperationGetAllNeighbors;27551.801;22754.57780239835;2708.0;325356.0;
OperationGetKFirstNeighbors;27727.253;23418.42264745838;5153.0;308306.0;
OperationGetKRandomNeighbors;34011.267;57723.394304577334;3059.0;1502919.0;
OperationGetKHopNeighbors;36559.644;72119.36756782656;4600.0;1056210.0;
OperationGetShortestPath;501772.698;1634969.9463662799;5321.0;1.8995066E7;
OperationGlobalClusteringCoefficient;5.336602E7;0.0;5.336602E7;5.336602E7;
OperationNetworkAverageClusteringCoefficient;2.3098836E7;0.0;2.3098836E7;2.3098836E7;
