operation;neo-mean;neo-stdev;neo-min;neo-max;
OperationOpenGraph;5.2855987615384616E7;6244897.178988476;4.7329679E7;7.2393945E7;
OperationGetManyVertices;196824.25;45651.47122150063;147755.0;271252.0;
OperationShutdownGraph;5.0806808561538464E8;9.91072770470985E7;3.7366853E8;6.96621735E8;
OperationDoGC;3.518841758076923E9;5792758.165119053;3.507199169E9;3.53130052E9;
OperationGetManyVertexProperties;1.272426375E7;1574972.257629698;1.1335638E7;1.540074E7;
OperationGetManyEdges;931601.25;61506.48067632792;838983.0;1010789.0;
OperationGetManyEdgeProperties;3.2330396E7;6792416.829956808;2.6491705E7;4.3549235E7;
OperationGetFirstNeighbor;29354.1135;84466.63588782339;4930.0;4913003.0;
OperationGetRandomNeighbor;19607.1335;66174.13920553631;2098.0;2301468.0;
OperationGetAllNeighbors;21459.02725;56464.49541140447;2166.0;2949681.0;
OperationGetKFirstNeighbors;17449.45075;57639.69679484401;2362.0;3278156.0;
OperationGetKRandomNeighbors;21000.44575;32880.86006636778;2604.0;720001.0;
OperationGetKHopNeighbors;41806.2935;126662.66976834308;2505.0;4703012.0;
OperationGetShortestPath;1187877.6965;3790587.812447241;1581.0;3.4290209E7;
OperationGlobalClusteringCoefficient;1.0334227175E8;1.0327955884479426E7;9.5044281E7;1.20995258E8;
OperationNetworkAverageClusteringCoefficient;4.693336925E7;3800956.4078966607;4.0982573E7;5.1234924E7;
